Filename,Original,Translate
trad_divina_commedia_inferno_2_10.csv,dissi: “Or direte dunque a quel caduto,"Dissi: ""Vuoi dire a quell'uomo caduto"
trad_divina_commedia_inferno_2_10.csv,che 'l suo nato è co' vivi ancor congiunto;,suo figlio è ancora tra i vivi;
trad_divina_commedia_inferno_2_10.csv,"e s'i' fui, dianzi, a la risposta muto,","e se, un po' di tempo fa, tenevo la lingua"
trad_divina_commedia_inferno_2_10.csv,fate i saper che 'l fei perché pensava,"prima della sua domanda, fagli sapere che era"
trad_divina_commedia_inferno_2_10.csv,già ne l'error che m'avete soluto”.,"perché avevo in mente il dubbio che hai risposto."""
trad_divina_commedia_inferno_2_10.csv,E già 'l maestro mio mi richiamava;,E ora il mio padrone mi ricordava;
trad_divina_commedia_inferno_2_10.csv,per ch'i' pregai lo spirto più avaccio,"in modo che, più in fretta, ho chiesto lo spirito"
trad_divina_commedia_inferno_2_10.csv,che mi dicesse chi con lu' istava.,per nominare gli altri che erano lì con lui.
trad_divina_commedia_inferno_2_10.csv,Dissemi: “Qui con più di mille giaccio:,"Disse: ""Più di mille giacciono con me."
trad_divina_commedia_inferno_2_10.csv,qua dentro è 'l secondo Federico,"il secondo Federico non è che uno di loro,"
trad_divina_commedia_inferno_2_10.csv,e 'l Cardinale; e de li altri mi taccio”.,"come lo è il Cardinale; non nomino altri."""
trad_divina_commedia_inferno_2_10.csv,Indi s'ascose; e io inver' l'antico,"Con questo, si nascose; e meditando"
trad_divina_commedia_inferno_2_10.csv,"poeta volsi i passi, ripensando","il discorso che mi sembrava così minaccioso,"
trad_divina_commedia_inferno_2_10.csv,a quel parlar che mi parea nemico.,Ho girato i miei passi per incontrare l'antico poeta.
trad_divina_commedia_inferno_2_10.csv,"Elli si mosse; e poi, così andando,","Si e' spostato avanti, e quando ci siamo fatti strada..."
trad_divina_commedia_inferno_2_10.csv,mi disse: “Perché se' tu sì smarrito?”.,"mi disse: ""Perché sei così costernato?."""
trad_divina_commedia_inferno_2_10.csv,E io li sodisfeci al suo dimando.,"L'ho soddisfatto, gli ho risposto pienamente."
trad_divina_commedia_inferno_2_10.csv,“La mente tua conservi quel ch'udito,"E poi quel saggio mi ha esortato: ""Ricordati"
trad_divina_commedia_inferno_2_10.csv,"hai contra te”, mi comandò quel saggio;",le parole che sono state pronunciate contro di lei.
trad_divina_commedia_inferno_2_10.csv,"“e ora attendi qui”, e drizzò 'l dito:","Ora fai attenzione,"" e ha alzato il dito;"
trad_divina_commedia_inferno_2_10.csv,“quando sarai dinanzi al dolce raggio,"""quando starai davanti al dolce splendore"
trad_divina_commedia_inferno_2_10.csv,"di quella il cui bell'occhio tutto vede,","di uno i cui occhi benevoli vedono ogni cosa,"
trad_divina_commedia_inferno_2_10.csv,da lei saprai di tua vita il vïaggio”.,"allora imparerai dal viaggio della tua vita."""
trad_divina_commedia_inferno_2_10.csv,Appresso mosse a man sinistra il piede:,"Dopo di che, i suoi passi girarono a sinistra,"
trad_divina_commedia_inferno_2_10.csv,lasciammo il muro e gimmo inver' lo mezzo,lasciando il muro e muovendosi verso il centro
trad_divina_commedia_inferno_2_10.csv,"per un sentier ch'a una valle fiede,",lungo un sentiero che colpisce in una valle
trad_divina_commedia_inferno_2_10.csv,che 'nfin là sù facea spiacer suo lezzo.,"la cui puzza, mentre si alzava, ci disgustava."
trad_divina_commedia_inferno_2_11.csv,In su l'estremità d'un'alta ripa,Lungo il bordo superiore di una banca alta
trad_divina_commedia_inferno_2_11.csv,"che facevan gran pietre rotte in cerchio,","formata da un anello di massi rotti,"
trad_divina_commedia_inferno_2_11.csv,venimmo sopra più crudele stipa;,siamo venuti sopra una folla più crudelmente repressa.
trad_divina_commedia_inferno_2_11.csv,"e quivi, per l'orribile soperchio","E qui, a causa della puzza oltraggiosa"
trad_divina_commedia_inferno_2_11.csv,"del puzzo che 'l profondo abisso gitta,","vomitato in eccesso da quell'abisso profondo,"
trad_divina_commedia_inferno_2_11.csv,"ci raccostammo, in dietro, ad un coperchio",ci siamo tirati indietro fino a che non eravamo dietro il coperchio
trad_divina_commedia_inferno_2_11.csv,"d'un grand'avello, ov'io vidi una scritta","di una grande tomba, sulla quale ho fatto questo,"
trad_divina_commedia_inferno_2_11.csv,"che dicea: 'Anastasio papa guardo,","scritto: ""Ho in mano papa Anastasio,"
trad_divina_commedia_inferno_2_11.csv,lo qual trasse Fotin de la via dritta'.,"entusiasta di lasciare il vero sentiero di Photinus."""
trad_divina_commedia_inferno_2_11.csv,"“Lo nostro scender conviene esser tardo,","""Sarebbe meglio ritardare la discesa"
trad_divina_commedia_inferno_2_11.csv,sì che s'ausi un poco in prima il senso,in modo che i nostri sensi possano crescere un po 'utilizzato
trad_divina_commedia_inferno_2_11.csv,al tristo fiato; e poi no i fia riguardo”.,"a questo fetore fallo; e poi possiamo ignorarlo."""
trad_divina_commedia_inferno_2_11.csv,"Così 'l maestro; e io “Alcun compenso”,",Così disse il mio padrone e io gli risposi:
trad_divina_commedia_inferno_2_11.csv,"dissi lui, “trova che 'l tempo non passi","""Non trovate un compenso, perché questa volta"
trad_divina_commedia_inferno_2_11.csv,perduto”. Ed elli: “Vedi ch'a ciò penso”.,"E lui: ""Vedi, ci ho pensato."""
trad_divina_commedia_inferno_2_11.csv,"“Figliuol mio, dentro da cotesti sassi”,","""Figlio mio, dentro questo anello di rocce rotte,"""
trad_divina_commedia_inferno_2_11.csv,"cominciò poi a dir, “son tre cerchietti","poi cominciò: ""Ci sono tre cerchi più piccoli;"
trad_divina_commedia_inferno_2_11.csv,"di grado in grado, come que' che lassi.","Come quelli che stai per lasciare, vanno verso il basso."
trad_divina_commedia_inferno_2_11.csv,Tutti son pien di spirti maladetti;,Quei cerchi sono tutti pieni di spiriti maledetti;
trad_divina_commedia_inferno_2_11.csv,"ma perché poi ti basti pur la vista,","affinché il tuo vedere di loro possa bastare,"
trad_divina_commedia_inferno_2_11.csv,intendi come e perché son costretti.,imparate ora come e perché della loro reclusione.
trad_divina_commedia_inferno_2_11.csv,"D'ogne malizia, ch'odio in cielo acquista,","di ogni malizia che si guadagna l'odio in Cielo,"
trad_divina_commedia_inferno_2_11.csv,"ingiuria è 'l fine, ed ogne fin cotale",l'ingiustizia è la fine; e ogni tale fine
trad_divina_commedia_inferno_2_11.csv,o con forza o con frode altrui contrista.,con la forza o la frode arreca danni ad altri uomini.
trad_divina_commedia_inferno_2_11.csv,"Ma perché frode è de l'uom proprio male,","Tuttavia, la frode è il vizio peculiare dell'uomo;"
trad_divina_commedia_inferno_2_11.csv,più spiace a Dio; e però stan di sotto,"Dio lo trova più sgradevole-e quindi,"
trad_divina_commedia_inferno_2_11.csv,"li frodolenti, e più dolor li assale.","i fraudolenti sono più bassi, soffrono di più."
trad_divina_commedia_inferno_2_11.csv,Di vïolenti il primo cerchio è tutto;,I violenti prendono tutto il primo cerchio;
trad_divina_commedia_inferno_2_11.csv,"ma perché si fa forza a tre persone,","ma siccome uno usa la forza contro tre persone,"
trad_divina_commedia_inferno_2_11.csv,in tre gironi è distinto e costrutto.,Quel cerchio e' costruito con tre anelli separati.
trad_divina_commedia_inferno_2_11.csv,"A Dio, a sé, al prossimo si pòne",A Dio e a se stessi e al prossimo...
trad_divina_commedia_inferno_2_11.csv,"far forza, dico in loro e in lor cose,","Voglio dire, per loro o quello che è il loro-uno può"
trad_divina_commedia_inferno_2_11.csv,come udirai con aperta ragione.,"fate violenza, come ora sentirete chiaramente."
trad_divina_commedia_inferno_2_11.csv,Morte per forza e ferute dogliose,Morte violenta e ferite dolorose possono essere
trad_divina_commedia_inferno_2_11.csv,"nel prossimo si danno, e nel suo avere",inflitto al prossimo; i suoi possedimenti
trad_divina_commedia_inferno_2_11.csv,"ruine, incendi e tollette dannose;","possono subire la rovina, il fuoco e l'estorsione;"
trad_divina_commedia_inferno_2_11.csv,"onde omicide e ciascun che mal fiere,","così, assassini e coloro che colpiscono la malizia,"
trad_divina_commedia_inferno_2_11.csv,"guastatori e predon, tutti tormenta","così come saccheggiatori e rapinatori-questi,"
trad_divina_commedia_inferno_2_11.csv,lo giron primo per diverse schiere.,"in ranghi separati, le prime rastrelliere."
trad_divina_commedia_inferno_2_11.csv,Puote omo avere in sé man vïolenta,Un uomo può mettere mani violente contro
trad_divina_commedia_inferno_2_11.csv,e ne' suoi beni; e però nel secondo,se stesso o i suoi effetti personali; così dentro
trad_divina_commedia_inferno_2_11.csv,giron convien che sanza pro si penta,"il secondo anello si pente, anche se inutilmente,"
trad_divina_commedia_inferno_2_11.csv,"qualunque priva sé del vostro mondo,","chi rinnegherebbe se stesso il vostro mondo,"
trad_divina_commedia_inferno_2_11.csv,"biscazza e fonde la sua facultade,","gioco d'azzardo via, sprecando il suo patrimonio,"
trad_divina_commedia_inferno_2_11.csv,e piange là dov'esser de' giocondo.,e piangere dove invece dovrebbe essere felice.
trad_divina_commedia_inferno_2_11.csv,"Puossi far forza ne la deïtade,","Si può essere violenti contro la divinità,"
trad_divina_commedia_inferno_2_11.csv,"col cor negando e bestemmiando quella,",il cuore che nega e bestemmia Lui
trad_divina_commedia_inferno_2_11.csv,e spregiando natura e sua bontade;,e disprezzare la natura e il bene in lei;
trad_divina_commedia_inferno_2_11.csv,e però lo minor giron suggella,"così, con il suo segno, l'anello più piccolo ha sigillato"
trad_divina_commedia_inferno_2_11.csv,del segno suo e Soddoma e Caorsa,Sodoma e Cahor e tutti quelli
trad_divina_commedia_inferno_2_11.csv,"e chi, spregiando Dio col cor, favella.",che parlano con passionale disprezzo di Dio.
trad_divina_commedia_inferno_2_11.csv,"La frode, ond'ogne coscïenza è morsa,","Ora la frode, che divora ogni coscienza,"
trad_divina_commedia_inferno_2_11.csv,può l'omo usare in colui che 'n lui fida,è praticato da un uomo contro un altro
trad_divina_commedia_inferno_2_11.csv,e in quel che fidanza non imborsa.,che confida in lui o in uno che non ha fiducia.
trad_divina_commedia_inferno_2_11.csv,Questo modo di retro par ch'incida,Quest'ultimo modo sembra solo tagliare
trad_divina_commedia_inferno_2_11.csv,pur lo vinco d'amor che fa natura;,il legame d'amore che la natura forgia;
trad_divina_commedia_inferno_2_11.csv,onde nel cerchio secondo s'annida,all'interno del secondo cerchio sono:
trad_divina_commedia_inferno_2_11.csv,"ipocresia, lusinghe e chi affattura,","ipocrisia e lusinghe, stregoni,"
trad_divina_commedia_inferno_2_11.csv,"falsità, ladroneccio e simonia,","falsificatori, simonie e furti,"
trad_divina_commedia_inferno_2_11.csv,"ruffian, baratti e simile lordura.","e barattori, brandelli e spazzatura."
trad_divina_commedia_inferno_2_11.csv,Per l'altro modo quell'amor s'oblia,"Ma nel modo precedente di frode, non solo"
trad_divina_commedia_inferno_2_11.csv,"che fa natura, e quel ch'è poi aggiunto,","l'amore che la natura forgia è dimenticato,"
trad_divina_commedia_inferno_2_11.csv,di che la fede spezïal si cria;,ma ha aggiunto l'amore che costruisce una fiducia speciale;
trad_divina_commedia_inferno_2_11.csv,"onde nel cerchio minore, ov'è 'l punto","così, nel cerchio più stretto, dove c'è"
trad_divina_commedia_inferno_2_11.csv,"de l'universo in su che Dite siede,","il centro dell'universo, sede di Dis,"
trad_divina_commedia_inferno_2_11.csv,qualunque trade in etterno è consunto”.,"tutti i traditori sono consumati in eterno."""
trad_divina_commedia_inferno_2_11.csv,"E io: “Maestro, assai chiara procede","""Maestro, il tuo ragionamento è chiaro."""
trad_divina_commedia_inferno_2_11.csv,"la tua ragione, e assai ben distingue","Dissi: ""Mi ha reso evidente la natura"
trad_divina_commedia_inferno_2_11.csv,questo baràtro e 'l popol ch'e' possiede.,di questo pozzo e della popolazione in esso.
trad_divina_commedia_inferno_2_11.csv,"Ma dimmi: quei de la palude pingue,","Ma dimmi: quelli la palude densa tiene, o quelli"
trad_divina_commedia_inferno_2_11.csv,"che mena il vento, e che batte la pioggia,","spinti davanti al vento, o quelli su cui"
trad_divina_commedia_inferno_2_11.csv,"e che s'incontran con sì aspre lingue,","la pioggia cade, o quelli che si scontrano con lingue così dure,"
trad_divina_commedia_inferno_2_11.csv,perché non dentro da la città roggia,Perché non sono tutti puniti in città
trad_divina_commedia_inferno_2_11.csv,"sono ei puniti, se Dio li ha in ira?",di rosso fiammeggiante se Dio è arrabbiato con loro?
trad_divina_commedia_inferno_2_11.csv,"e se non li ha, perché sono a tal foggia?”.","E se non lo è, perché sono tormentati?."""
trad_divina_commedia_inferno_2_11.csv,"Ed elli a me “Perché tanto delira”,","E poi a me: ""Perché la tua ragione vaga"
trad_divina_commedia_inferno_2_11.csv,"disse, “lo 'ngegno tuo da quel che sòle?","così lontano dal suo corso abituato?"" ha detto."
trad_divina_commedia_inferno_2_11.csv,o ver la mente dove altrove mira?,"""O di quali altre cose stai pensando?"
trad_divina_commedia_inferno_2_11.csv,Non ti rimembra di quelle parole,"Hai dimenticato, allora, le parole con cui"
trad_divina_commedia_inferno_2_11.csv,con le quai la tua Etica pertratta,la tua etica tratta di queste tre disposizioni
trad_divina_commedia_inferno_2_11.csv,"le tre disposizion che 'l ciel non vole,",che colpiscono la volontà del Cielo: l'incontinenza
trad_divina_commedia_inferno_2_11.csv,"incontenenza, malizia e la matta",e malizia e bestialità pazzesca?
trad_divina_commedia_inferno_2_11.csv,bestialitade? e come incontenenza,E come la colpa che è la meno condannata
trad_divina_commedia_inferno_2_11.csv,men Dio offende e men biasimo accatta?,e meno offende Dio è incontinenza?
trad_divina_commedia_inferno_2_11.csv,"Se tu riguardi ben questa sentenza,",Se si considera attentamente questo giudizio
trad_divina_commedia_inferno_2_11.csv,e rechiti a la mente chi son quelli,"e richiama le anime dell'Inferno superiore,"
trad_divina_commedia_inferno_2_11.csv,"che sù di fuor sostegnon penitenza,","che portano i loro castighi fuori da questa città,"
trad_divina_commedia_inferno_2_11.csv,tu vedrai ben perché da questi felli,Vedrai perche' sono stati fatti partire da questi.
trad_divina_commedia_inferno_2_11.csv,"sien dipartiti, e perché men crucciata","ingiusti, e perché, quando la vendetta del cielo"
trad_divina_commedia_inferno_2_11.csv,la divina vendetta li martelli”.,"martelli contro di loro, porta meno rabbia."""
trad_divina_commedia_inferno_2_11.csv,"“O sol che sani ogne vista turbata,","""O sole che guarisce ogni visione perplessa,"
trad_divina_commedia_inferno_2_11.csv,"tu mi contenti sì quando tu solvi,","quando ti chiedo, la tua risposta così contenuto"
trad_divina_commedia_inferno_2_11.csv,"che, non men che saver, dubbiar m'aggrata.",che il dubbio mi piace tanto quanto il sapere.
trad_divina_commedia_inferno_2_11.csv,"Ancora in dietro un poco ti rivolvi”,","Tornate un po' a quel punto,"" dissi,"
trad_divina_commedia_inferno_2_11.csv,"diss'io, “là dove di' ch'usura offende","""dove mi hai detto che l'usura offende"
trad_divina_commedia_inferno_2_11.csv,"la divina bontade, e 'l groppo solvi”.","divina bontà; svelare ora quel nodo."""
trad_divina_commedia_inferno_2_11.csv,"“Filosofia”, mi disse, “a chi la 'ntende,","""Filosofia, per chi comprende,"
trad_divina_commedia_inferno_2_11.csv,"nota, non pure in una sola parte,","sottolinea, e non in un solo posto,"" ha detto,"
trad_divina_commedia_inferno_2_11.csv,come natura lo suo corso prende,"""Come segue la natura, mentre fa il suo corso..."
trad_divina_commedia_inferno_2_11.csv,dal divino 'ntelletto e da sua arte;,l'intelletto divino e l'arte divina;
trad_divina_commedia_inferno_2_11.csv,"e se tu ben la tua Fisica note,","e se leggete attentamente la vostra Fisica,"
trad_divina_commedia_inferno_2_11.csv,"tu troverai, non dopo molte carte,","non molte pagine dall'inizio, vedrai"
trad_divina_commedia_inferno_2_11.csv,"che l'arte vostra quella, quanto pote,","che quando può, la tua arte seguirà la natura,"
trad_divina_commedia_inferno_2_11.csv,"segue, come 'l maestro fa 'l discente;",come un allievo imita il suo padrone;
trad_divina_commedia_inferno_2_11.csv,sì che vostr' arte a Dio quasi è nepote.,in modo che la tua arte sia quasi il nipote di Dio.
trad_divina_commedia_inferno_2_11.csv,"Da queste due, se tu ti rechi a mente","Da questi due, l'arte e la natura, è adatto,"
trad_divina_commedia_inferno_2_11.csv,"lo Genesì dal principio, convene","se ricorda come inizia la Genesi,"
trad_divina_commedia_inferno_2_11.csv,prender sua vita e avanzar la gente;,"perché gli uomini facciano la loro strada, guadagnino la loro vita;"
trad_divina_commedia_inferno_2_11.csv,"e perché l'usuriere altra via tene,",e dal momento che l'usuratore preferisce un altro
trad_divina_commedia_inferno_2_11.csv,per sé natura e per la sua seguace,"sentiero, egli disprezza sia la natura in se stessa"
trad_divina_commedia_inferno_2_11.csv,"dispregia, poi ch'in altro pon la spene.","e l'arte, il suo seguace; la sua speranza è altrove."
trad_divina_commedia_inferno_2_11.csv,Ma seguimi oramai che 'l gir mi piace;,"Ma seguitemi, perché è tempo di muoversi;"
trad_divina_commedia_inferno_2_11.csv,"ché i Pesci guizzan su per l'orizzonta,",i pesci brillano ora all'orizzonte
trad_divina_commedia_inferno_2_11.csv,"e 'l Carro tutto sovra 'l Coro giace,",e tutto il Wain è sparso su Caurus;
trad_divina_commedia_inferno_2_11.csv,e 'l balzo via là oltra si dismonta”.,"solo oltre, si può salire lungo la scogliera."""
trad_divina_commedia_inferno_2_12.csv,Era lo loco ov'a scender la riva,Il luogo che avevamo raggiunto per la nostra discesa
trad_divina_commedia_inferno_2_12.csv,"venimmo, alpestro e, per quel che v'er' anco,",lungo la riva era alpino; cosa reclinato
trad_divina_commedia_inferno_2_12.csv,"tal, ch'ogne vista ne sarebbe schiva.","su quella banca, anche, respingerebbe tutti gli occhi."
trad_divina_commedia_inferno_2_12.csv,Qual è quella ruina che nel fianco,Proprio come la massa rovesciata di roccia che ha colpito...
trad_divina_commedia_inferno_2_12.csv,"di qua da Trento l'Adice percosse,",a causa di terremoti o oggetti di scena erosi.
trad_divina_commedia_inferno_2_12.csv,"o per tremoto o per sostegno manco,","l'Adige sul suo fianco, questo lato di Trento,"
trad_divina_commedia_inferno_2_12.csv,"che da cima del monte, onde si mosse,",dove dalla cima della montagna da cui si spinge
trad_divina_commedia_inferno_2_12.csv,"al piano è sì la roccia discoscesa,","giù per la pianura, la roccia è frantumata così"
trad_divina_commedia_inferno_2_12.csv,ch'alcuna via darebbe a chi sù fosse:,che permette un sentiero per coloro che stanno sopra:
trad_divina_commedia_inferno_2_12.csv,cotal di quel burrato era la scesa;,tale era il passaggio fino a quel burrone.
trad_divina_commedia_inferno_2_12.csv,e 'n su la punta de la rotta lacca,"E sul bordo sopra l'abisso incrinato,"
trad_divina_commedia_inferno_2_12.csv,l'infamïa di Creti era distesa,"là si stese l'infamia di Creta,"
trad_divina_commedia_inferno_2_12.csv,che fu concetta ne la falsa vacca;,concepito all'interno della mucca contraffatta;
trad_divina_commedia_inferno_2_12.csv,"e quando vide noi, sé stesso morse,","e, vedendoci, si morse"
trad_divina_commedia_inferno_2_12.csv,sì come quei cui l'ira dentro fiacca.,come uno che devasta la furia interiore.
trad_divina_commedia_inferno_2_12.csv,Lo savio mio inver' lui gridò: “Forse,"Volgendosi a lui, il mio saggio gridò: ""Forse"
trad_divina_commedia_inferno_2_12.csv,"tu credi che qui sia 'l duca d'Atene,","Credi che questo sia il Duca di Atene,"
trad_divina_commedia_inferno_2_12.csv,che sù nel mondo la morte ti porse?,"che, nel mondo in alto, ti ha portato la tua morte."
trad_divina_commedia_inferno_2_12.csv,"Pàrtiti, bestia, ché questi non vene","Vattene, bestia; quest'uomo che viene non ha"
trad_divina_commedia_inferno_2_12.csv,"ammaestrato da la tua sorella,",è stato insegnato da tua sorella; tutto ciò che vuole
trad_divina_commedia_inferno_2_12.csv,ma vassi per veder le vostre pene”.,"venire qui è osservare i tuoi tormenti."""
trad_divina_commedia_inferno_2_12.csv,Qual è quel toro che si slaccia in quella,Proprio come il toro che si stacca dal suo alberello
trad_divina_commedia_inferno_2_12.csv,"c'ha ricevuto già 'l colpo mortale,","nel momento in cui riceve l'ictus fatale,"
trad_divina_commedia_inferno_2_12.csv,"che gir non sa, ma qua e là saltella,","e non può correre se non si tuffa avanti e indietro,"
trad_divina_commedia_inferno_2_12.csv,vid'io lo Minotauro far cotale;,così ho visto la risposta del Minotauro;
trad_divina_commedia_inferno_2_12.csv,e quello accorto gridò: “Corri al varco;,"e la mia guida sveglia gridò: ""Corri verso il passo;"
trad_divina_commedia_inferno_2_12.csv,"mentre ch'e' 'nfuria, è buon che tu ti cale”.","E' meglio scendere mentre e' arrabbiato."""
trad_divina_commedia_inferno_2_12.csv,Così prendemmo via giù per lo scarco,E così ci siamo fatti strada attraverso quel mucchio
trad_divina_commedia_inferno_2_12.csv,"di quelle pietre, che spesso moviensi","di pietre, che spesso si muovevano sotto i miei piedi"
trad_divina_commedia_inferno_2_12.csv,sotto i miei piedi per lo novo carco.,perché il mio peso era un po' strano per loro.
trad_divina_commedia_inferno_2_12.csv,Io gia pensando; e quei disse: “Tu pensi,"Mentre scendevo ho pensato: ""Ti chiedi:"
trad_divina_commedia_inferno_2_12.csv,"forse a questa ruina, ch'è guardata","forse, a proposito di quella massa caduta, vegliato sopra"
trad_divina_commedia_inferno_2_12.csv,da quell'ira bestial ch'i' ora spensi.,per l'inumana rabbia che ho appena spento.
trad_divina_commedia_inferno_2_12.csv,Or vo' che sappi che l'altra fïata,Ora vorrei che tu sapessi: l'altra volta
trad_divina_commedia_inferno_2_12.csv,"ch'i' discesi qua giù nel basso inferno,","che sono sceso nell'Inferno inferiore,"
trad_divina_commedia_inferno_2_12.csv,questa roccia non era ancor cascata.,questa massa di massi non era ancora crollata;
trad_divina_commedia_inferno_2_12.csv,"Ma certo poco pria, se ben discerno,","Ma se ragiono a ragione, era solo..."
trad_divina_commedia_inferno_2_12.csv,che venisse colui che la gran preda,prima della venuta di Colui Che prese
trad_divina_commedia_inferno_2_12.csv,"levò a Dite del cerchio superno,",da Dis il più alto cerchio splendido bottino
trad_divina_commedia_inferno_2_12.csv,da tutte parti l'alta valle feda,"che, su tutti i lati, la ripida e sudicia valle"
trad_divina_commedia_inferno_2_12.csv,"tremò sì, ch'i' pensai che l'universo","era tremato così, ho pensato che l'universo"
trad_divina_commedia_inferno_2_12.csv,"sentisse amor, per lo qual è chi creda","sentito amore (da cui, come alcuni credono, il mondo"
trad_divina_commedia_inferno_2_12.csv,più volte il mondo in caòsso converso;,è stato spesso convertito in caos);
trad_divina_commedia_inferno_2_12.csv,"e in quel punto questa vecchia roccia,","e in quel momento, qui come altrove,"
trad_divina_commedia_inferno_2_12.csv,"qui e altrove, tal fece riverso.","Questi massi antichi si sono rovesciati, in questo modo."
trad_divina_commedia_inferno_2_12.csv,"Ma ficca li occhi a valle, ché s'approccia","Ma fissa i tuoi occhi in basso, sulla valle,"
trad_divina_commedia_inferno_2_12.csv,la riviera del sangue in la qual bolle,"per ora ci avviciniamo al flusso di sangue, dove quelli"
trad_divina_commedia_inferno_2_12.csv,qual che per vïolenza in altrui noccia”.,"che feriscono violentemente gli altri, bolliscono."""
trad_divina_commedia_inferno_2_12.csv,"Oh cieca cupidigia e ira folle,","O cupidigia cieca e ira folle,"
trad_divina_commedia_inferno_2_12.csv,"che sì ci sproni ne la vita corta,","che ci affliggono così tanto nella nostra breve vita,"
trad_divina_commedia_inferno_2_12.csv,e ne l'etterna poi sì mal c'immolle!,poi ci immergete in un tale dolore eternamente!
trad_divina_commedia_inferno_2_12.csv,"Io vidi un'ampia fossa in arco torta,",Ho visto un fosso largo piegato in un arco
trad_divina_commedia_inferno_2_12.csv,"come quella che tutto 'l piano abbraccia,","in modo che potesse abbracciare tutta quella pianura,"
trad_divina_commedia_inferno_2_12.csv,secondo ch'avea detto la mia scorta;,esattamente come aveva detto prima la mia guida;
trad_divina_commedia_inferno_2_12.csv,"e tra 'l piè de la ripa ed essa, in traccia",tra esso e la base del terrapieno
trad_divina_commedia_inferno_2_12.csv,"corrien centauri, armati di saette,","i Centauri armati di frecce,"
trad_divina_commedia_inferno_2_12.csv,come solien nel mondo andare a caccia.,"come, nel mondo di sopra, erano soliti cacciare."
trad_divina_commedia_inferno_2_12.csv,"Veggendoci calar, ciascun ristette,","Vedendoci scendere, tutti si sono incastrati;"
trad_divina_commedia_inferno_2_12.csv,e de la schiera tre si dipartiro,"e dopo aver scelto archi e alberi,"
trad_divina_commedia_inferno_2_12.csv,con archi e asticciuole prima elette;,tre del loro numero si sono allontanati dai loro ranghi;
trad_divina_commedia_inferno_2_12.csv,e l'un gridò da lungi: “A qual martiro,"e ancora lontano, uno gridò: ""Che punizione"
trad_divina_commedia_inferno_2_12.csv,venite voi che scendete la costa?,vi avvicinate mentre scendete la pendenza?
trad_divina_commedia_inferno_2_12.csv,"Ditel costinci; se non, l'arco tiro”.","Ma parlate di là; se no, trarrò il mio arco."""
trad_divina_commedia_inferno_2_12.csv,Lo mio maestro disse: “La risposta,"Il mio padrone gli disse: ""Noi risponderemo"
trad_divina_commedia_inferno_2_12.csv,farem noi a Chirón costà di presso:,"solo a Chirone, quando raggiungiamo il suo fianco;"
trad_divina_commedia_inferno_2_12.csv,mal fu la voglia tua sempre sì tosta”.,"la tua frettolosa volontà non ti ha mai servito bene."""
trad_divina_commedia_inferno_2_12.csv,"Poi mi tentò, e disse: “Quelli è Nesso,","Poi mi ha spinto e mi ha detto: ""Quello è Nesso,"
trad_divina_commedia_inferno_2_12.csv,"che morì per la bella Deianira,",che è morto a causa della bella Deianira
trad_divina_commedia_inferno_2_12.csv,e fé di sé la vendetta elli stesso.,e di se stesso ha fatto vendetta per se stesso.
trad_divina_commedia_inferno_2_12.csv,"E quel di mezzo, ch'al petto si mira,","E nel mezzo, guardandogli il petto,"
trad_divina_commedia_inferno_2_12.csv,"è il gran Chirón, il qual nodrì Achille;","Chirone potente, tutore di Achille,"
trad_divina_commedia_inferno_2_12.csv,"quell'altro è Folo, che fu sì pien d'ira.","Il terzo è Pholus, colui che era così frenetico."
trad_divina_commedia_inferno_2_12.csv,"Dintorno al fosso vanno a mille a mille,","E molte migliaia di ruote intorno al fossato,"
trad_divina_commedia_inferno_2_12.csv,saettando qual anima si svelle,le loro frecce puntate ad ogni anima che spinge
trad_divina_commedia_inferno_2_12.csv,del sangue più che sua colpa sortille”.,"sopra il sangue, più che la sua colpevolezza."""
trad_divina_commedia_inferno_2_12.csv,Noi ci appressammo a quelle fiere isnelle:,ormai ci eravamo avvicinati a quelle bestie agili;
trad_divina_commedia_inferno_2_12.csv,"Chirón prese uno strale, e con la cocca","Chirone ha tirato fuori una freccia; con la tacca,"
trad_divina_commedia_inferno_2_12.csv,fece la barba in dietro a le mascelle.,Si e' staccato la barba sulle mascelle.
trad_divina_commedia_inferno_2_12.csv,"Quando s'ebbe scoperta la gran bocca,","Quando aveva scoperto la sua enorme bocca,"
trad_divina_commedia_inferno_2_12.csv,disse a' compagni: “Siete voi accorti,"disse ai suoi compagni: ""Hai notato"
trad_divina_commedia_inferno_2_12.csv,che quel di retro move ciò ch'el tocca?,come colui che cammina dietro muove ciò che tocca?
trad_divina_commedia_inferno_2_12.csv,Così non soglion far li piè d'i morti”.,"Le anime morte non sono abituate a farlo."""
trad_divina_commedia_inferno_2_12.csv,"E 'l mio buon duca, che già li er' al petto,","E la mia buona guida ora vicino al petto del Centauro,"
trad_divina_commedia_inferno_2_12.csv,"dove le due nature son consorti,",il luogo in cui le sue due nature si sono incontrate:
trad_divina_commedia_inferno_2_12.csv,"rispuose: “Ben è vivo, e sì soletto","""In verità è vivo, e così solo"
trad_divina_commedia_inferno_2_12.csv,mostrar li mi convien la valle buia;,Tocca a me mostrargli la valle oscura.
trad_divina_commedia_inferno_2_12.csv,"necessità 'l ci 'nduce, e non diletto.","La necessità l'ha portato qui, non il piacere."
trad_divina_commedia_inferno_2_12.csv,Tal si partì da cantare alleluia,Per lei che mi ha dato questo nuovo compito è stato uno
