Filename,Original,Translate
detto_amore.csv,"I  non prenda ma  soldo,","Non reciter  mai una parte,"
detto_amore.csv,"Per livra, n  per soldo,",non per alcuna lira o alcun soldo
detto_amore.csv,Ched i  giama  gli doni.,che io possa mai dargli.
detto_amore.csv,Amor vuol questi doni ,L amore desidera questi doni 
detto_amore.csv,"Chorpo, e avere, e anima ",corpo e ricchezza e anima 
detto_amore.csv,"E chon colui s inanima,",e forma un anima sola con l uno
detto_amore.csv,"Chi gliel d  ciertamente,",che gli d  queste cose con fiducia
detto_amore.csv,"E chi altra a ciert  , mente,"," e chi dice il contrario mente ,"
detto_amore.csv,E sol lui per tesoro,"e Amore vuole che lui solo, come oggetto prezioso,"
detto_amore.csv,Vuol ch on metta  n tesoro.,essere messo da costui nel suo tesoro.
detto_amore.csv,"E, chi di lui   preso,","E chi   catturato dall Amore,"
detto_amore.csv,Si vuol ch e  sia apreso,L amore vuole che gli venga insegnato
detto_amore.csv,"D ogne bell ordinanza,",ogni bella usanza
detto_amore.csv,Che  l su  bellor dinanza.,che esalta la sua bellezza.
detto_amore.csv,"Chi  l cheta com e  dee,","Se uno lo paga adeguatamente,"
detto_amore.csv,"S achita ci , ch e  dee.",cos    adeguatamente pagato in cambio.
detto_amore.csv,"D orghoglio vuol sie voto,","Vuole che uno sia senza orgoglio,"
detto_amore.csv,Ched egli   fatto voto,perch  ha promesso
detto_amore.csv,"D i  non amarti guar  d ,","per non amarti molto a lungo,"
detto_amore.csv,Se d orghoglio no l guardi ,se non ti allontani dall orgoglio 
detto_amore.csv,Ch  forte mente pecha,perch  pecca molto
detto_amore.csv,"Que , che d orghoglio   pecha.",chi commette il peccato di superbia.
detto_amore.csv,"Cortese, e franco, e pro ",Devi essere cortese
detto_amore.csv,"Convien che sie, e pro ","e leale e valoroso,"
detto_amore.csv,"Salute e doni, e rendi ",e devi dare e ricambiare il suo saluto con grazia.
detto_amore.csv,"Se ttu a cci  ti rendi,","Se fai tutte queste cose,"
detto_amore.csv,D Amor sarai in grazia ,"sarai in favore dell Amore,"
detto_amore.csv,E  s  ti far  grazia.,e ti ricompenser  bene.
detto_amore.csv,"E se s  forte, e visto,",E se sei forte e abile
detto_amore.csv,A chaval sie avisto,essere avvisati quando si   a cavallo
detto_amore.csv,"Di pungier giente mente,","per usare elegantemente i tuoi speroni,"
detto_amore.csv,S  che la giente mente,in modo che le persone
detto_amore.csv,Ti ponghan per diletto.,pu  guardarti con gioia.
detto_amore.csv,Non ti truovi di letto,Al mattino non devi ritrovarti
detto_amore.csv,Matino a qualche canto.,addormentato in qualche angolo di strada.
detto_amore.csv,"Se ttu sai alchun canto,","Se conosci alcune canzoni,"
detto_amore.csv,Non ti pesi il cantare,il loro canto non ti pesi
detto_amore.csv,"Quanto pesa un chantare,","quanto un cantare,"
detto_amore.csv,S  che n oda la nota,in modo che la persona amata
detto_amore.csv,"Quella, che  l tu  cor nota.",pu  sentire la sua melodia.
detto_amore.csv,"Se ssai giuchar di lancia,","Se sai maneggiare una lancia,"
detto_amore.csv,"Prendila, e s  lla lancia,","prendilo e buttalo,"
detto_amore.csv,"E chorri, e sali, e salta ",poi corri e salta e balla 
detto_amore.csv,Che troppo giente asalta,tutte queste cose rallegrano le persone 
detto_amore.csv,"Far chosa, che llor segia ","facendo quello che gli piace vedere,"
detto_amore.csv,Gli mette in alta segia.,li fai sentire speciali.
detto_amore.csv,"Belle robe a podere,",Indossa i vestiti pi  belli che puoi
detto_amore.csv,"Sechondo il tu  podere,","nei tuoi mezzi,"
detto_amore.csv,"Vesti, fresche e novelle,","capi freschi e nuovi,"
detto_amore.csv,S  che n odi novelle,"affinch  il tuo caro ne venga a conoscenza,"
detto_amore.csv,"L amor, chu  tu   charo",quello che tieni pi  prezioso
detto_amore.csv,Pi  che  l Soldano il Charo.,di quanto il Sultano detenga Il Cairo.
detto_amore.csv,"E, s elle son di lana,","E se sono di lana,"
detto_amore.csv,S  non ti paia l ana,non dovrebbe essere difficile
detto_amore.csv,"A devisar li  ntagli,","disegnare le decorazioni,"
detto_amore.csv,Se ttu    chi gli  ntagli.,se hai qualcuno che li tagli.
detto_amore.csv,"Nove scharpette, e chalze",Devi sempre indossare
detto_amore.csv,Convien che tuttor chalze ,scarpe e pantaloni nuovi di zecca.
detto_amore.csv,Della persona conto,"Mantieni il tuo aspetto elegante,"
detto_amore.csv,Ti tieni  e nul mal conto,e non lasciare cose cattive
detto_amore.csv,"Di tua bocha non l oda,","essere ascoltato dalla tua bocca,"
detto_amore.csv,Ma ciaschun pregia e loda.,ma stima e loda tutti.
detto_amore.csv,"Servi donne, ed onora,","Servire e onorare le donne,"
detto_amore.csv,Ch  via troppo d onor   ,per chi si mette in testa di farlo
detto_amore.csv,Chi vi mette sua  ntenta.,ricever  molto onore.
detto_amore.csv,S alchuno il Diavol tenta,E se il diavolo tenta qualcuno
detto_amore.csv,"Di lor parlare a taccia,","parlare male delle donne,"
detto_amore.csv,S  lor d  che si taccia.,digli di stare zitto.
detto_amore.csv,"Sie largo, e d altra parte","Sii generoso, ma, d altra parte,"
detto_amore.csv,Non far del tu  cuor parte ,non dividere il tuo cuore 
detto_amore.csv,"Tutto  n quel luogo il metti,","metti tutto in quel posto,"
detto_amore.csv,L  dove tu l ametti ,dove l hai messo 
detto_amore.csv,Ch egli   d Amor partito,per chi ha diviso il suo cuore
detto_amore.csv,"Chi  l su  cuor   partito,","  separato dall Amore,"
detto_amore.csv,Ch e  non tien leal fino,poich  non lo considera completamente leale
detto_amore.csv,"Chi va come l alfino,","che si muove come un alfiere negli scacchi,"
detto_amore.csv,"Ma sol con que  s acorda,",ma va d accordo solo con quello
detto_amore.csv,Che  l su  camin v a corda.,chi va dritto per la sua strada.
detto_amore.csv,"Mi  Detto ancor non fino,","Non ho ancora finito con il mio detto,"
detto_amore.csv,Ch  d un Amico fino,perch  devi ricordare
detto_amore.csv,"Chieder convien ti menbri,",per cercare un amico perfetto
detto_amore.csv,Che metta cuor e menbri,chi metter  cuore e corpo
detto_amore.csv,"Per te, se tti bisognia,","al tuo servizio, se ne hai bisogno,"
detto_amore.csv,E  n ognie tua bisognia,e chi sar  fedele e giusto verso di te
detto_amore.csv,Ti sia fedele e giusto.,in ogni tua esigenza
detto_amore.csv,"Ma, f  che do a san Giusto,","Ma, per la fede che devo a San Giusto,"
detto_amore.csv,Seminati son chiari,i veri amici lo sono
detto_amore.csv,I buon  amici chiari.,veramente difficile da trovare.
detto_amore.csv,"Ma, se  l truovi perfetto,","Tuttavia, se trovi un amico perfetto,"
detto_amore.csv,Piu ricco che  l Perfetto,con la sua amicizia sarai
detto_amore.csv,Sarai di sua conpangna ,meglio del Prefetto.
detto_amore.csv,E s  i bella conpangna,"E se ha una bella compagna,"
detto_amore.csv,"La tua fia pi  sicura,","possa il tuo essere pi  degno di fiducia,"
detto_amore.csv,Che Veno non si cura,perch  Venere non d  garanzie
detto_amore.csv,"Che non faccia far tratto,","che non avr  scoccata un altra freccia,"
detto_amore.csv,Di che l amor   tratto.,con cui nasce l amore.
detto_amore.csv,"Di lor pi  il fatto isveglia,","Con loro suscita la passione carnale,"
detto_amore.csv,"N  ma  per suon di sveglia,",pi  che attraverso i rintocchi dell alba
detto_amore.csv,"N  per servir, ch e  faccia,",o attraverso il servizio che potrebbe dare.
detto_amore.csv,No  l guarda dritto in faccia,Lei non lo guarda direttamente in faccia...
