Filename,Original,Translate
trad_divina_commedia_paradiso_1_6.csv,la mia risposta; ma sua condizione,La mia risposta; ma il suo carattere
trad_divina_commedia_paradiso_1_6.csv,"mi stringe a seguitare alcuna giunta,","Mi impedisce di continuare con un sequel,"
trad_divina_commedia_paradiso_1_6.csv,perché tu veggi con quanta ragione,Perché tu veda con quanta grande ragione
trad_divina_commedia_paradiso_1_6.csv,si move contr'al sacrosanto segno,"Gli uomini si muovono contro il sacrosanto standard,"
trad_divina_commedia_paradiso_1_6.csv,e chi 'l s'appropria e chi a lui s'oppone.,Chi è appropriato e chi si oppone.
trad_divina_commedia_paradiso_1_6.csv,Vedi quanta virtù l'ha fatto degno,Guarda come una grande potenza l'ha resa degna
trad_divina_commedia_paradiso_1_6.csv,di reverenza; e cominciò da l'ora,"Di riverenza, a partire dall'ora"
trad_divina_commedia_paradiso_1_6.csv,che Pallante morì per darli regno.,Quando Pallade morì per dargli la sovranità.
trad_divina_commedia_paradiso_1_6.csv,Tu sai ch'el fece in Alba sua dimora,Tu sai che ha fatto ad Alba la sua dimora
trad_divina_commedia_paradiso_1_6.csv,"per trecento anni e oltre, infino al fine","Trecento anni e più in alto, fino alla fine"
trad_divina_commedia_paradiso_1_6.csv,che i tre a' tre pugnar per lui ancora.,I tre a tre hanno combattuto ancora una volta per questo.
trad_divina_commedia_paradiso_1_6.csv,E sai ch'el fé dal mal de le Sabine,Tu sai cosa ha fatto Sabine in modo sbagliato.
trad_divina_commedia_paradiso_1_6.csv,"al dolor di Lucrezia in sette regi,","Fino al dolore di Lucrezia, in sette re"
trad_divina_commedia_paradiso_1_6.csv,vincendo intorno le genti vicine.,in giro intorno alle nazioni vicine;
trad_divina_commedia_paradiso_1_6.csv,Sai quel ch'el fé portato da li egregi,"Tu sai cosa ha ottenuto, sopportato dai Romani"
trad_divina_commedia_paradiso_1_6.csv,"Romani incontro a Brenno, incontro a Pirro,","Illustre contro il Brennero, contro il Pirro,"
trad_divina_commedia_paradiso_1_6.csv,incontro a li altri principi e collegi;,Contro gli altri principi e confederati.
trad_divina_commedia_paradiso_1_6.csv,"onde Torquato e Quinzio, che dal cirro","Torquato di là e Quintio, che da serrature"
trad_divina_commedia_paradiso_1_6.csv,"negletto fu nomato, i Deci e ' Fabi","Unkempt è stato nominato, Decii e Fabii,"
trad_divina_commedia_paradiso_1_6.csv,ebber la fama che volontier mirro.,Ricevuto la fama io volentieri imbalsamato;
trad_divina_commedia_paradiso_1_6.csv,Esso atterrò l'orgoglio de li Aràbi,"Colpì a terra l'orgoglio degli Arabi,"
trad_divina_commedia_paradiso_1_6.csv,che di retro ad Anibale passaro,"Che, seguendo Annibale, era passato attraverso"
trad_divina_commedia_paradiso_1_6.csv,"l'alpestre rocce, Po, di che tu labi.","Le creste alpine, Po, da cui tu scintillio;"
trad_divina_commedia_paradiso_1_6.csv,Sott'esso giovanetti trïunfaro,Sotto di esso trionfò mentre erano ancora giovani
trad_divina_commedia_paradiso_1_6.csv,Scipïone e Pompeo; e a quel colle,"Pompeo e Scipio, e alla collina"
trad_divina_commedia_paradiso_1_6.csv,sotto 'l qual tu nascesti parve amaro.,Sotto il quale sei nato sembrava amaro;
trad_divina_commedia_paradiso_1_6.csv,"Poi, presso al tempo che tutto 'l ciel volle","Poi, vicino al tempo in cui il cielo aveva voluto"
trad_divina_commedia_paradiso_1_6.csv,"redur lo mondo a suo modo sereno,","Per portare il mondo intero al suo stato d'animo sereno,"
trad_divina_commedia_paradiso_1_6.csv,Cesare per voler di Roma il tolle.,Cesare per volere di Roma lo presuppose.
trad_divina_commedia_paradiso_1_6.csv,"E quel che fé da Varo infino a Reno,","Che cosa ha ottenuto da Var al Reno,"
trad_divina_commedia_paradiso_1_6.csv,Isara vide ed Era e vide Senna,"Isere vide e Saone vide la Senna,"
trad_divina_commedia_paradiso_1_6.csv,e ogne valle onde Rodano è pieno.,e ogni valle da cui il Rodano è saziato;
trad_divina_commedia_paradiso_1_6.csv,Quel che fé poi ch'elli uscì di Ravenna,"Quello che ha ottenuto quando ha lasciato Ravenna,"
trad_divina_commedia_paradiso_1_6.csv,"e saltò Rubicon, fu di tal volo,","E saltato il Rubicone, era un tale volo"
trad_divina_commedia_paradiso_1_6.csv,che nol seguiteria lingua né penna.,Che né la lingua né la penna potevano seguirla.
trad_divina_commedia_paradiso_1_6.csv,"Inver' la Spagna rivolse lo stuolo,",Verso la Spagna ha spostato le sue legioni; poi
trad_divina_commedia_paradiso_1_6.csv,"poi ver' Durazzo, e Farsalia percosse",Verso Durazzo e Farsalia sconfisse
trad_divina_commedia_paradiso_1_6.csv,sì ch'al Nil caldo si sentì del duolo.,Che al calide Nilo è stato sentito il dolore.
trad_divina_commedia_paradiso_1_6.csv,"Antandro e Simeonta, onde si mosse,","Antandros e i Simois, da dove è iniziato,"
trad_divina_commedia_paradiso_1_6.csv,rivide e là dov'Ettore si cuba;,"Rivide e là dove si trova Hector,"
trad_divina_commedia_paradiso_1_6.csv,e mal per Tolomeo poscia si scosse.,E malato per Tolomeo poi si è risvegliato.
trad_divina_commedia_paradiso_1_6.csv,Da indi scese folgorando a Iuba;,Di là è venuto come fulmine su Juba;
trad_divina_commedia_paradiso_1_6.csv,"onde si volse nel vostro occidente,","Poi si e' di nuovo spinta verso il tuo Occidente,"
trad_divina_commedia_paradiso_1_6.csv,ove sentia la pompeana tuba.,Dove sentiva il clarione di Pompeo.
trad_divina_commedia_paradiso_1_6.csv,"Di quel che fé col baiulo seguente,",Da quello che ha lavorato con il prossimo portabandiera
trad_divina_commedia_paradiso_1_6.csv,"Bruto con Cassio ne l'inferno latra,","Bruto e Cassio urlano all'inferno insieme,"
trad_divina_commedia_paradiso_1_6.csv,e Modena e Perugia fu dolente.,E Modena e Perugia erano dolenti;
trad_divina_commedia_paradiso_1_6.csv,"Piangene ancor la trista Cleopatra,",Il triste Cleopatra piange ancora
trad_divina_commedia_paradiso_1_6.csv,"che, fuggendoli innanzi, dal colubro","perché, che fuggendo da davanti ad essa,"
trad_divina_commedia_paradiso_1_6.csv,la morte prese subitana e atra.,Ha preso dalla vipera la morte improvvisa e nera.
trad_divina_commedia_paradiso_1_6.csv,Con costui corse infino al lito rubro;,Con lui corse fino alla riva del Mar Rosso;
trad_divina_commedia_paradiso_1_6.csv,"con costui puose il mondo in tanta pace,","Con lui ha posto il mondo in così grande pace,"
trad_divina_commedia_paradiso_1_6.csv,che fu serrato a Giano il suo delubro.,Che fino a Janus era il suo tempio chiuso.
trad_divina_commedia_paradiso_1_6.csv,Ma ciò che 'l segno che parlar mi face,Ma ciò che lo standard che mi ha fatto parlare
trad_divina_commedia_paradiso_1_6.csv,fatto avea prima e poi era fatturo,Raggiunto prima e dopo dovrebbe raggiungere
trad_divina_commedia_paradiso_1_6.csv,"per lo regno mortal ch'a lui soggiace,","In tutto il regno mortale che sta sotto di esso,"
trad_divina_commedia_paradiso_1_6.csv,"diventa in apparenza poco e scuro,","in apparenza medio e fioco,"
trad_divina_commedia_paradiso_1_6.csv,se in mano al terzo Cesare si mira,Se nella mano del terzo Cesare visto
trad_divina_commedia_paradiso_1_6.csv,con occhio chiaro e con affetto puro;,"con gli occhi nudi e puro affetto,"
trad_divina_commedia_paradiso_1_6.csv,"ché la viva giustizia che mi spira,",Perché la giustizia vivente che mi ispira
trad_divina_commedia_paradiso_1_6.csv,"li concedette, in mano a quel ch'i' dico,","Lo concedo, nelle mani di lui di cui ho parlato,"
trad_divina_commedia_paradiso_1_6.csv,gloria di far vendetta a la sua ira.,La gloria di fare vendetta per la sua ira.
trad_divina_commedia_paradiso_1_6.csv,Or qui t'ammira in ciò ch'io ti replìco:,Ora qui si occupa di ciò che ti rispondo;
trad_divina_commedia_paradiso_1_6.csv,poscia con Tito a far vendetta corse,Più tardi correva con Tito per vendicarsi
trad_divina_commedia_paradiso_1_6.csv,de la vendetta del peccato antico.,Alla vendetta dell'antico peccato.
trad_divina_commedia_paradiso_1_6.csv,E quando il dente longobardo morse,E quando il dente della Lombardia aveva morso
trad_divina_commedia_paradiso_1_6.csv,"la Santa Chiesa, sotto le sue ali","La Santa Chiesa, poi sotto le sue ali"
trad_divina_commedia_paradiso_1_6.csv,"Carlo Magno, vincendo, la soccorse.",Carlo Magno l'ha soccorsa vittoriosa.
trad_divina_commedia_paradiso_1_6.csv,Omai puoi giudicar di quei cotali,Ora hai il potere di giudicare come quelli
trad_divina_commedia_paradiso_1_6.csv,"ch'io accusai di sopra e di lor falli,","che ho accusato di sopra, e dei loro crimini,"
trad_divina_commedia_paradiso_1_6.csv,che son cagion di tutti vostri mali.,Che sono la causa di tutte le vostre miserie.
trad_divina_commedia_paradiso_1_6.csv,L'uno al pubblico segno i gigli gialli,Al pubblico standard uno i gigli gialli
trad_divina_commedia_paradiso_1_6.csv,"oppone, e l'altro appropria quello a parte,","Opposizioni, l'altro la rivendica per una festa,"
trad_divina_commedia_paradiso_1_6.csv,sì ch'è forte a veder chi più si falli.,Quindi e' difficile vedere quali sono i peccati piu' gravi.
trad_divina_commedia_paradiso_1_6.csv,"Faccian li Ghibellin, faccian lor arte",Lasciate che i ghibellini si impadroniscano del loro artigianato
trad_divina_commedia_paradiso_1_6.csv,"sott'altro segno, ché mal segue quello",Sotto qualche altro standard; per questo sempre
trad_divina_commedia_paradiso_1_6.csv,sempre chi la giustizia e lui diparte;,Ill segue chi è lui e la giustizia parti.
trad_divina_commedia_paradiso_1_6.csv,e non l'abbatta esto Carlo novello,"E non lasciare che questo nuovo Charles lo abbatta,"
trad_divina_commedia_paradiso_1_6.csv,"coi Guelfi suoi, ma tema de li artigli","Lui e i suoi Guelfi, ma che abbia paura degli artigli"
trad_divina_commedia_paradiso_1_6.csv,ch'a più alto leon trasser lo vello.,Quello da un leone più nobile spogliò la caduta.
trad_divina_commedia_paradiso_1_6.csv,Molte fïate già pianser li figli,Già spesso i figli hanno pianto
trad_divina_commedia_paradiso_1_6.csv,"per la colpa del padre, e non si creda","Il crimine del padre, e che non creda"
trad_divina_commedia_paradiso_1_6.csv,che Dio trasmuti l'armi per suoi gigli!,Che Dio cambierà il Suo scutcheon per i gigli.
trad_divina_commedia_paradiso_1_6.csv,Questa picciola stella si correda,Questo piccolo pianeta si adorna
trad_divina_commedia_paradiso_1_6.csv,d'i buoni spirti che son stati attivi,"Con gli spiriti buoni che sono stati attivi,"
trad_divina_commedia_paradiso_1_6.csv,perché onore e fama li succeda:,Che la fama e l'onore li seguissero;
trad_divina_commedia_paradiso_1_6.csv,"e quando li disiri poggian quivi,","E quando vi si alzano i desideri,"
trad_divina_commedia_paradiso_1_6.csv,"sì disvïando, pur convien che i raggi","Così deviante, deve forzare i raggi"
trad_divina_commedia_paradiso_1_6.csv,del vero amore in sù poggin men vivi.,Del vero amore si alza meno vividamente verso l'alto.
trad_divina_commedia_paradiso_1_6.csv,Ma nel commensurar d'i nostri gaggi,Ma in commensurazione del nostro salario
trad_divina_commedia_paradiso_1_6.csv,"col merto è parte di nostra letizia,","Con il nostro deserto è parte della nostra gioia,"
trad_divina_commedia_paradiso_1_6.csv,perché non li vedem minor né maggi.,Perché non li vediamo né meno né più grandi.
trad_divina_commedia_paradiso_1_6.csv,Quindi addolcisce la viva giustizia,Qui la giustizia viva addolcisce così
trad_divina_commedia_paradiso_1_6.csv,"in noi l'affetto sì, che non si puote","L'affetto in noi, che per sempre"
trad_divina_commedia_paradiso_1_6.csv,torcer già mai ad alcuna nequizia.,Non può deformarsi in alcuna iniquità.
trad_divina_commedia_paradiso_1_6.csv,Diverse voci fanno dolci note;,Voci diverse compongono melodie dolci;
trad_divina_commedia_paradiso_1_6.csv,così diversi scanni in nostra vita,"Quindi, in questa nostra vita, i posti sono diversi."
trad_divina_commedia_paradiso_1_6.csv,rendon dolce armonia tra queste rote.,Rendere dolce armonia tra queste sfere;
trad_divina_commedia_paradiso_1_6.csv,E dentro a la presente margarita,E nella bussola di questa perla
trad_divina_commedia_paradiso_1_6.csv,"luce la luce di Romeo, di cui","Shineth la lucentezza di Romeo, di cui"
trad_divina_commedia_paradiso_1_6.csv,fu l'ovra grande e bella mal gradita.,Il grande e bello lavoro è stato mal ricompensato.
trad_divina_commedia_paradiso_1_6.csv,Ma i Provenzai che fecer contra lui,"Ma i Provenzali che contro di lui operarono,"
trad_divina_commedia_paradiso_1_6.csv,non hanno riso; e però mal cammina,"Non hanno riso, e quindi male va"
trad_divina_commedia_paradiso_1_6.csv,qual si fa danno del ben fare altrui.,Colui Che fa del male alle buone azioni degli altri.
trad_divina_commedia_paradiso_1_6.csv,"Quattro figlie ebbe, e ciascuna reina,","Quattro figlie, e ognuna di loro una regina,"
trad_divina_commedia_paradiso_1_6.csv,"Ramondo Beringhiere, e ciò li fece","Aveva Raymond Berenger, e questo per lui"
trad_divina_commedia_paradiso_1_6.csv,"Romeo, persona umìle e peregrina.","Romeo, povero uomo e pellegrino;"
trad_divina_commedia_paradiso_1_6.csv,E poi il mosser le parole biece,E poi le parole cattive l'hanno incitato.
trad_divina_commedia_paradiso_1_6.csv,"a dimandar ragione a questo giusto,","Per convocare quest'uomo giusto,"
trad_divina_commedia_paradiso_1_6.csv,"che li assegnò sette e cinque per diece,",Che gli ha reso sette e cinque per dieci.
trad_divina_commedia_paradiso_1_6.csv,indi partissi povero e vetusto;,"Poi se ne andò povero e colpito negli anni,"
trad_divina_commedia_paradiso_1_6.csv,e se 'l mondo sapesse il cor ch'elli ebbe,"E se il mondo potesse conoscere il cuore che aveva,"
trad_divina_commedia_paradiso_1_6.csv,"mendicando sua vita a frusto a frusto,","Implorando a poco a poco il suo sostentamento,"
trad_divina_commedia_paradiso_1_6.csv,"assai lo loda, e più lo loderebbe”.","Anche se molto lo lodava, lo lo lodava di più."""
trad_divina_commedia_paradiso_1_7.csv,"“Osanna, sanctus Deus sabaòth,","""Osanna sanctus Deus Sabaoth,"
trad_divina_commedia_paradiso_1_7.csv,superillustrans claritate tua,Superillustrans claritate tua
trad_divina_commedia_paradiso_1_7.csv,felices ignes horum malacòth!”.,"Felices ignes horum malahoth!"""
trad_divina_commedia_paradiso_1_7.csv,"Così, volgendosi a la nota sua,","In questo saggio, alla sua melodia di ritorno,"
trad_divina_commedia_paradiso_1_7.csv,"fu viso a me cantare essa sustanza,","Questa sostanza, su cui una doppia luce"
trad_divina_commedia_paradiso_1_7.csv,sopra la qual doppio lume s'addua;,"Doppio se stesso, è stato visto da me per cantare,"
trad_divina_commedia_paradiso_1_7.csv,"ed essa e l'altre mossero a sua danza,","E al loro ballo questo e gli altri si muovevano,"
trad_divina_commedia_paradiso_1_7.csv,e quasi velocissime faville,E nel modo di scintille frettolose
trad_divina_commedia_paradiso_1_7.csv,mi si velar di sùbita distanza.,Mi sono allontanati da me con un'improvvisa distanza.
trad_divina_commedia_paradiso_1_7.csv,"Io dubitava e dicea 'Dille, dille!'","Dubito di aver detto: ""Diglielo, diglielo."""
trad_divina_commedia_paradiso_1_7.csv,"fra me, 'dille' dicea, 'a la mia donna","Dentro di me, ""dille,"" dicendo ""dillo alla mia signora,"""
trad_divina_commedia_paradiso_1_7.csv,che mi diseta con le dolci stille'.,che sgozza la mia sete con le sue dolci effluenze;
trad_divina_commedia_paradiso_1_7.csv,Ma quella reverenza che s'indonna,Eppure la riverenza che lo domina
trad_divina_commedia_paradiso_1_7.csv,"di tutto me, pur per Be e per ice,","Tutta me solo da B e ICE,"
trad_divina_commedia_paradiso_1_7.csv,mi richinava come l'uom ch'assonna.,Mi inginocchiò di nuovo come uno che dorme.
trad_divina_commedia_paradiso_1_7.csv,Poco sofferse me cotal Beatrice,Per poco tempo Beatrice mi ha sopportato così;
trad_divina_commedia_paradiso_1_7.csv,"e cominciò, raggiandomi d'un riso","E lei cominciò, mi illuminava con un sorriso"
trad_divina_commedia_paradiso_1_7.csv,"tal, che nel foco faria l'uom felice:",Come se ne rendesse felice uno nel fuoco:
trad_divina_commedia_paradiso_1_7.csv,"“Secondo mio infallibile avviso,","""Secondo consigli infallibili,"
trad_divina_commedia_paradiso_1_7.csv,come giusta vendetta giustamente,Dopo che modo una giusta vendetta giustamente
trad_divina_commedia_paradiso_1_7.csv,"punita fosse, t'ha in pensier miso;","Potrebbe essere vendicato ti ha messo a pensare,"
trad_divina_commedia_paradiso_1_7.csv,ma io ti solverò tosto la mente;,ma ti scioglierò rapidamente la mente;
trad_divina_commedia_paradiso_1_7.csv,"e tu ascolta, ché le mie parole","E tu ascolta, per queste mie parole"
trad_divina_commedia_paradiso_1_7.csv,di gran sentenza ti faran presente.,Di una grande dottrina ti farà un regalo.
trad_divina_commedia_paradiso_1_7.csv,Per non soffrire a la virtù che vole,Non sopportando il potere che vuole
trad_divina_commedia_paradiso_1_7.csv,"freno a suo prode, quell'uom che non nacque,","Curb per il suo bene, quell'uomo che non e' mai nato,"
trad_divina_commedia_paradiso_1_7.csv,"dannando sé, dannò tutta sua prole;",Dannazione a se stesso dannato tutta la sua progenie;
trad_divina_commedia_paradiso_1_7.csv,onde l'umana specie inferma giacque,Per la specie umana in basso
trad_divina_commedia_paradiso_1_7.csv,"giù per secoli molti in grande errore,","Laici malati per molti secoli in grande errore,"
trad_divina_commedia_paradiso_1_7.csv,fin ch'al Verbo di Dio discender piacque,Fino a scendere ha gradito la Parola di Dio
trad_divina_commedia_paradiso_1_7.csv,"u' la natura, che dal suo fattore","A dove la natura, che dal proprio Creatore"
trad_divina_commedia_paradiso_1_7.csv,"s'era allungata, unì a sé in persona","Si è allontanato, si è unito a lui di persona"
trad_divina_commedia_paradiso_1_7.csv,con l'atto sol del suo etterno amore.,Con l'unico atto del suo amore eterno.
trad_divina_commedia_paradiso_1_7.csv,Or drizza il viso a quel ch'or si ragiona:,"Ora, a ciò che è detto, dirigi la tua vista;"
trad_divina_commedia_paradiso_1_7.csv,"questa natura al suo fattore unita,","Questa natura quando unita al suo Creatore,"
trad_divina_commedia_paradiso_1_7.csv,"qual fu creata, fu sincera e buona;","Come creato, è stato sincero e buono;"
trad_divina_commedia_paradiso_1_7.csv,ma per sé stessa pur fu ella sbandita,Ma da solo fu bandito
trad_divina_commedia_paradiso_1_7.csv,"di paradiso, però che si torse","Dal Paradiso, perché si è allontanato"
trad_divina_commedia_paradiso_1_7.csv,da via di verità e da sua vita.,Fuori dalla via della verità e della sua vita.
trad_divina_commedia_paradiso_1_7.csv,La pena dunque che la croce porse,"Quindi la pena che la croce ha trattenuto,"
trad_divina_commedia_paradiso_1_7.csv,"s'a la natura assunta si misura,","Se misurata per la natura così assunta,"
trad_divina_commedia_paradiso_1_7.csv,nulla già mai sì giustamente morse;,"Nessuno ancora con tanta giustizia punse,"
trad_divina_commedia_paradiso_1_7.csv,"e così nulla fu di tanta ingiura,","E nessuno fu mai di così grande ingiustizia,"
trad_divina_commedia_paradiso_1_7.csv,"guardando a la persona che sofferse,","Considerando chi è la persona che ha sofferto,"
trad_divina_commedia_paradiso_1_7.csv,in che era contratta tal natura.,All'interno del quale tale natura è stata contratto.
trad_divina_commedia_paradiso_1_7.csv,Però d'un atto uscir cose diverse:,Da un atto quindi emanato cose diverse;
trad_divina_commedia_paradiso_1_7.csv,ch'a Dio e a' Giudei piacque una morte;,A Dio e ai Giudei una sola morte fu gradita;
trad_divina_commedia_paradiso_1_7.csv,per lei tremò la terra e 'l ciel s'aperse.,La Terra tremò e il Cielo fu aperto.
trad_divina_commedia_paradiso_1_7.csv,"Non ti dee oramai parer più forte,",Non dovrebbe più sembrare difficile.
trad_divina_commedia_paradiso_1_7.csv,quando si dice che giusta vendetta,"A te, quando si dice che una giusta vendetta"
trad_divina_commedia_paradiso_1_7.csv,poscia vengiata fu da giusta corte.,Da una corte giusta e' stata poi vendicata.
trad_divina_commedia_paradiso_1_7.csv,Ma io veggi'or la tua mente ristretta,Ma ora vedo la tua mente impigliata
trad_divina_commedia_paradiso_1_7.csv,"di pensiero in pensier dentro ad un nodo,","Dal pensiero al pensiero all'interno di un nodo, da cui"
trad_divina_commedia_paradiso_1_7.csv,del qual con gran disio solver s'aspetta.,Con grande desiderio attende di liberarsi.
trad_divina_commedia_paradiso_1_7.csv,"Tu dici: ""Ben discerno ciò ch'i' odo;",Tu dici: 'Bene discernere quello che sento;
trad_divina_commedia_paradiso_1_7.csv,"ma perché Dio volesse, m'è occulto,",Ma è nascosto a me perché Dio ha voluto
trad_divina_commedia_paradiso_1_7.csv,"a nostra redenzion pur questo modo"".","Per la nostra redenzione solo questa modalità."""
trad_divina_commedia_paradiso_1_7.csv,"Questo decreto, frate, sta sepulto","Sepolto rimane, fratello, questo decreto"
trad_divina_commedia_paradiso_1_7.csv,a li occhi di ciascuno il cui ingegno,Agli occhi di ciascuno la cui natura
trad_divina_commedia_paradiso_1_7.csv,ne la fiamma d'amor non è adulto.,Non è ancora adulto nella fiamma dell'amore.
trad_divina_commedia_paradiso_1_7.csv,"Veramente, però ch'a questo segno","In verità, in quanto a questo punto"
trad_divina_commedia_paradiso_1_7.csv,"molto si mira e poco si discerne,","Si guarda a lungo e poco si discerne,"
trad_divina_commedia_paradiso_1_7.csv,dirò perché tal modo fu più degno.,Perciò questa modalità è stata la più degna volontà di dire.
trad_divina_commedia_paradiso_1_7.csv,"La divina bontà, che da sé sperne","Bontà Divina, che da se stesso sprona"
trad_divina_commedia_paradiso_1_7.csv,"ogne livore, ardendo in sé, sfavilla","Tutta l'invidia, bruciando in se stessa così scintilla"
trad_divina_commedia_paradiso_1_7.csv,sì che dispiega le bellezze etterne.,Che le bellezze eterne si dispiegano.
trad_divina_commedia_paradiso_1_7.csv,Ciò che da lei sanza mezzo distilla,Quello che viene da questo distilla immediatamente
trad_divina_commedia_paradiso_1_7.csv,"non ha poi fine, perché non si move","Dopo non ha fine, per non'er rimosso"
trad_divina_commedia_paradiso_1_7.csv,la sua imprenta quand'ella sigilla.,È la sua impressione quando fissa il suo sigillo.
trad_divina_commedia_paradiso_1_7.csv,Ciò che da essa sanza mezzo piove,Quello che c'è qui piove subito.
trad_divina_commedia_paradiso_1_7.csv,"libero è tutto, perché non soggiace","È completamente libero, perché non è soggetto"
trad_divina_commedia_paradiso_1_7.csv,a la virtute de le cose nove.,Alle influenze delle cose nuove.
trad_divina_commedia_paradiso_1_7.csv,"Più l'è conforme, e però più le piace;","Quanto più è conforme, tanto più piace;"
trad_divina_commedia_paradiso_1_7.csv,"ché l'ardor santo ch'ogne cosa raggia,",Per l'ardore più bleest che irradia tutte le cose
trad_divina_commedia_paradiso_1_7.csv,ne la più somigliante è più vivace.,In questo la maggior parte come se stesso è più vivace.
trad_divina_commedia_paradiso_1_7.csv,Di tutte queste dote s'avvantaggia,Con tutte queste cose è stato avvantaggiato
trad_divina_commedia_paradiso_1_7.csv,"l'umana creatura, e s'una manca,","la creatura umana; e se uno vuole,"
trad_divina_commedia_paradiso_1_7.csv,di sua nobilità convien che caggia.,Dalla sua nobiltà deve cadere.
trad_divina_commedia_paradiso_1_7.csv,Solo il peccato è quel che la disfranca,"È solo il peccato che lo disfranchi,"
trad_divina_commedia_paradiso_1_7.csv,"e falla dissimìle al sommo bene,","Rendetelo diverso dal Buon Supremo,"
trad_divina_commedia_paradiso_1_7.csv,per che del lume suo poco s'imbianca;,"così che il poco con la sua luce sia sbiadito,"
trad_divina_commedia_paradiso_1_7.csv,"e in sua dignità mai non rivene,","E alla sua dignità non ritorna più,"
trad_divina_commedia_paradiso_1_7.csv,"se non rïempie, dove colpa vòta,",A meno che non si riempia dove la trasgressione svuota
trad_divina_commedia_paradiso_1_7.csv,contra mal dilettar con giuste pene.,Con giusti dolori per le delizie criminali.
trad_divina_commedia_paradiso_1_7.csv,"Vostra natura, quando peccò",La tua natura quando ha peccato così completamente
trad_divina_commedia_paradiso_1_7.csv,"nel seme suo, da queste dignitadi,","Nel suo stesso seme, fuori di queste dignità"
trad_divina_commedia_paradiso_1_7.csv,"come di paradiso, fu remota;","Come fu cacciato dal Paradiso,"
trad_divina_commedia_paradiso_1_7.csv,"né ricovrar potiensi, se tu badi","né potrebbe guarire, se tu sapessi"
trad_divina_commedia_paradiso_1_7.csv,"ben sottilmente, per alcuna via,","Con la piu' bella sottigliezza, in ogni caso..."
trad_divina_commedia_paradiso_1_7.csv,sanza passar per un di questi guadi:,Tranne passando uno di questi due guadi:
trad_divina_commedia_paradiso_1_7.csv,o che Dio solo per sua cortesia,O che Dio solo attraverso la clemenza
trad_divina_commedia_paradiso_1_7.csv,"dimesso avesse, o che l'uom per sé isso","Aveva il perdono concesso, o quell'uomo stesso"
trad_divina_commedia_paradiso_1_7.csv,avesse sodisfatto a sua follia.,Ebbi soddisfazione per la sua follia.
trad_divina_commedia_paradiso_1_7.csv,Ficca mo l'occhio per entro l'abisso,Risolvi il tuo occhio nel profondo dell'abisso
trad_divina_commedia_paradiso_1_7.csv,"de l'etterno consiglio, quanto puoi","Del consiglio eterno, al mio discorso"
trad_divina_commedia_paradiso_1_7.csv,al mio parlar distrettamente fisso.,Per quanto può essere fissato saldamente!
trad_divina_commedia_paradiso_1_7.csv,Non potea l'uomo ne' termini suoi,L'uomo nei suoi limiti non aveva potere
trad_divina_commedia_paradiso_1_7.csv,"mai sodisfar, per non potere ir giuso","Per soddisfare, non avendo potere di affondare"
trad_divina_commedia_paradiso_1_7.csv,"con umiltate obedïendo poi,","Nella sua umiltà ubbidendo allora,"
trad_divina_commedia_paradiso_1_7.csv,quanto disobediendo intese ir suso;,mentre disobbediva al pensiero di risorgere;
trad_divina_commedia_paradiso_1_7.csv,e questa è la cagion per che l'uom fue,E per questo l'uomo è stato dal potere
trad_divina_commedia_paradiso_1_7.csv,da poter sodisfar per sé dischiuso.,Di soddisfare da solo escluso.
trad_divina_commedia_paradiso_1_7.csv,Dunque a Dio convenia con le vie sue,Per questo Dio si elemosina nelle sue vie
trad_divina_commedia_paradiso_1_7.csv,"riparar l'omo a sua intera vita,","l'uomo per riportare alla sua vita perfetta,"
trad_divina_commedia_paradiso_1_7.csv,"dico con l'una, o ver con amendue.","Dico in uno, o in entrambi."
trad_divina_commedia_paradiso_1_7.csv,Ma perché l'ovra tanto è più gradita,Ma poiché l'azione dell'operatore è
trad_divina_commedia_paradiso_1_7.csv,"da l'operante, quanto più appresenta","Così molto più grato, come si presenta più"
trad_divina_commedia_paradiso_1_7.csv,"de la bontà del core ond'ell'è uscita,","La bontà del cuore da cui emana,"
trad_divina_commedia_paradiso_1_7.csv,"la divina bontà che 'l mondo imprenta,","Bontà Divina, che impresso il mondo,"
trad_divina_commedia_paradiso_1_7.csv,"di proceder per tutte le sue vie,",È stato soddisfatto di procedere da ogni
trad_divina_commedia_paradiso_1_7.csv,"a rilevarvi suso, fu contenta.",e tutte le sue vie per risvegliarti;
trad_divina_commedia_paradiso_1_7.csv,Né tra l'ultima notte e 'l primo die,Né 'twixt il primo giorno e l'ultima notte
trad_divina_commedia_paradiso_1_7.csv,"sì alto o sì magnifico processo,",Cosi' alto e cosi' magnifico...
trad_divina_commedia_paradiso_1_7.csv,"o per l'una o per l'altra, fu o fie:",Dall'uno o dall'altro era o deve essere;
trad_divina_commedia_paradiso_1_7.csv,ché più largo fu Dio a dar sé stesso,Per Dio più generoso è stato lui stesso a dare
trad_divina_commedia_paradiso_1_7.csv,"per far l'uom sufficiente a rilevarsi,","Per rendere l'uomo capace di elevarsi,"
trad_divina_commedia_paradiso_1_7.csv,che s'elli avesse sol da sé dimesso;,"che se solo avesse perdonato da se stesso,"
trad_divina_commedia_paradiso_1_7.csv,e tutti li altri modi erano scarsi,E tutte le altre modalità erano insufficienti
trad_divina_commedia_paradiso_1_7.csv,"a la giustizia, se 'l Figliuol di Dio","Per la giustizia, se non fosse il Figlio di Dio"
